DESCRIPTION,RATING,REVIEWS COUNT,IMAGE,LINK,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09
"OPPO A7 (Glaring Gold,3 GB RAM, 64 GB)",4.3,2854,https://rukminim1.flixcart.com/image/416/416/jql8fbk0/mobile/p/r/p/oppo-a7-cph1901-original-imafb5nhuhktz2vv.jpeg?q=70,https://www.flipkart.com/oppo-a7-glaring-gold-64-gb/p/itmfb37gqa44nrzq?pid=MOBFCKHGSCJFNPRP&lid=LSTMOBFCKHGSCJFNPRPBLZQHW&marketplace=FLIPKART&srno=s_5_108&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBFCKHGSCJFNPRP.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16946,16990,16946,16946,16990,16990
"OPPO F3 Deepika Padukone Limited Edition (Rose Gold,4 GB RAM, 64 GB)",4.3,257,https://rukminim1.flixcart.com/image/416/416/j65cnm80/mobile/e/m/u/oppo-f3-deepika-padukone-limited-edition-original-imaewmbfhzhethup.jpeg?q=70,https://www.flipkart.com/oppo-f3-deepika-padukone-limited-rose-gold-64-gb/p/itmewmaufwqrhgwy?pid=MOBEWMAUTF8XTEMU&lid=LSTMOBEWMAUTF8XTEMU60MY8R&marketplace=FLIPKART&srno=s_5_109&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBEWMAUTF8XTEMU.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
"OPPO F1 Plus (Gold,4 GB RAM, 64 GB)",4,1280,https://rukminim1.flixcart.com/image/416/416/mobile/b/g/c/oppo-f1-plus-x9009-original-imaepzdwrkgg26mv.jpeg?q=70,https://www.flipkart.com/oppo-f1-plus-gold-64-gb/p/itmehzhgq9rsyyzb?pid=MOBEHZHGVQQZBBGC&lid=LSTMOBEHZHGVQQZBBGCDCNLY1&marketplace=FLIPKART&srno=s_5_110&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBEHZHGVQQZBBGC.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500,27500
"OPPO Neo 7 4G (Black,1 GB RAM, 16 GB)",3.9,2136,https://rukminim1.flixcart.com/image/416/416/mobile/3/a/k/oppo-neo-7-4g-a33f-original-imaehzsvhphgrnwu.jpeg?q=70,https://www.flipkart.com/oppo-neo-7-4g-black-16-gb/p/itmecrthsbp2mkzt?pid=MOBEDFHCGBZHJ3AK&lid=LSTMOBEDFHCGBZHJ3AKN4N0IV&marketplace=FLIPKART&srno=s_5_111&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBEDFHCGBZHJ3AK.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
"OPPO A37f (Grey,2 GB RAM, 16 GB)",4.2,11404,https://rukminim1.flixcart.com/image/416/416/mobile/h/y/t/oppo-a37f-na-original-imaeqch5qzhrn2tp.jpeg?q=70,https://www.flipkart.com/oppo-a37f-grey-16-gb/p/itmewd4kzshreqtm?pid=MOBEQCGVPY6GVHYT&lid=LSTMOBEQCGVPY6GVHYTNO1MGO&marketplace=FLIPKART&srno=s_5_112&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBEQCGVPY6GVHYT.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
"OPPO A71 New Edition (Black,3 GB RAM, 16 GB)",4.4,11937,https://rukminim1.flixcart.com/image/416/416/jdj4k280/mobile/d/r/h/oppo-a71-cph1801-original-imaf2czaebdqqhsg.jpeg?q=70,https://www.flipkart.com/oppo-a71-new-black-16-gb/p/itmf9pgfg6syuqfu?pid=MOBF2AKZHHR72DRH&lid=LSTMOBF2AKZHHR72DRHCMZA7L&marketplace=FLIPKART&srno=s_5_113&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBF2AKZHHR72DRH.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940,9940
"OPPO A3s (Purple,4 GB RAM, 64 GB)",4.3,17448,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/6/2/m/a3s-64-a-cph1853-oppo-4-original-imafg5bpccnfvyn5.jpeg?q=70,https://www.flipkart.com/oppo-a3s-purple-64-gb/p/itmfgej4rzqsepsz?pid=MOBFG5BJBTGHG4B5&lid=LSTMOBFG5BJBTGHG4B5RHCAW9&marketplace=FLIPKART&srno=s_5_114&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBFG5BJBTGHG4B5.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,15000,15000,unavailable,unavailable,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
"OPPO A83 (Champagne,2 GB RAM, 16 GB)",4.2,359,https://rukminim1.flixcart.com/image/416/416/joynde80/mobile/m/r/d/oppo-a83-cph1827-original-imafbbfe5cgsazqu.jpeg?q=70,https://www.flipkart.com/oppo-a83-champagne-16-gb/p/itmfawnctfqfgxtj?pid=MOBFAWNCGKHSEMRD&lid=LSTMOBFAWNCGKHSEMRDEACXYV&marketplace=FLIPKART&srno=s_5_115&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBFAWNCGKHSEMRD.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
"OPPO A57 (Gold,3 GB RAM, 32 GB)",4.2,7651,https://rukminim1.flixcart.com/image/416/416/mobile/5/b/q/oppo-a57-na-original-imaeqt94zf92f6uv.jpeg?q=70,https://www.flipkart.com/oppo-a57-gold-32-gb/p/itmeuyd94bswkfzp?pid=MOBEQT93GWRUD5BQ&lid=LSTMOBEQT93GWRUD5BQLM16MK&marketplace=FLIPKART&srno=s_5_116&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBEQT93GWRUD5BQ.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
"OPPO A71 (Black,3 GB RAM, 16 GB)",4.2,1059,https://rukminim1.flixcart.com/image/416/416/j7dnb0w0/mobile/m/w/u/oppo-a71-cph1717-original-imaexn3srcfzggra.jpeg?q=70,https://www.flipkart.com/oppo-a71-black-16-gb/p/itmexhdznhc52wt7?pid=MOBEXHDSMGGGMMWU&lid=LSTMOBEXHDSMGGGMMWUDERRON&marketplace=FLIPKART&srno=s_5_117&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBEXHDSMGGGMMWU.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500
"OPPO A71 (Gold,3 GB RAM, 16 GB)",4.2,1059,https://rukminim1.flixcart.com/image/416/416/j76i3rk0/mobile/s/d/g/oppo-a71-cph1717-original-imaexhdzybpj3bqq.jpeg?q=70,https://www.flipkart.com/oppo-a71-gold-16-gb/p/itmexhdznhc52wt7?pid=MOBEXHDZF5ZKHSDG&lid=LSTMOBEXHDZF5ZKHSDGL3GSUP&marketplace=FLIPKART&srno=s_5_118&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBEXHDZF5ZKHSDG.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500
"OPPO A37f (Gold,2 GB RAM, 16 GB)",4.2,11404,https://rukminim1.flixcart.com/image/416/416/mobile/w/3/e/oppo-a37f-a37f-original-imaehzsxmepq4pxq.jpeg?q=70,https://www.flipkart.com/oppo-a37f-gold-16-gb/p/itmewd4kzshreqtm?pid=MOBEKGPZBYZZPW3E&lid=LSTMOBEKGPZBYZZPW3EAV40OU&marketplace=FLIPKART&srno=s_5_119&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBEKGPZBYZZPW3E.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12500,12000,12000,12000
"OPPO F3 (Black,4 GB RAM, 64 GB)",4.3,52692,https://rukminim1.flixcart.com/image/416/416/j3j1le80/mobile/9/v/e/oppo-f3-na-original-imaeumw7rzwfzhmr.jpeg?q=70,https://www.flipkart.com/oppo-f3-black-64-gb/p/itmff5gpyrsu2prw?pid=MOBEUMW44EWAX9VE&lid=LSTMOBEUMW44EWAX9VEKSPIEA&marketplace=FLIPKART&srno=s_5_120&otracker=search&fm=organic&iid=cd7be39a-3434-4488-97cd-78a15e091cc6.MOBEUMW44EWAX9VE.SEARCH&ssid=td2r1jk47k0000001612574346493&qH=e9ad1f73d698efc8,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500
"OPPO Reno2 F (Sky White,8 GB RAM, 128 GB)",4.4,4334,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/e/k/j/reno2-f-128-d-cph1989-oppo-8-original-imafh2ctdgd7umda.jpeg?q=70,https://www.flipkart.com/oppo-reno2-f-sky-white-128-gb/p/itm8413e7eb0b195?pid=MOBFH274NFFY7AZW&lid=LSTMOBFH274NFFY7AZWVZPASS&marketplace=FLIPKART&srno=s_6_121&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFH274NFFY7AZW.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,21990,21990,unavailable,unavailable,21990,unavailable,unavailable,21990,21990,21990,21990,21990,21990,21990,21990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,21990,21990,unavailable,unavailable,21990,unavailable,unavailable
"OPPO Reno2 F (Sky White,6 GB RAM, 256 GB)",4.4,72858,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/e/k/j/reno2-f-128-d-cph1989-oppo-8-original-imafh2ctdgd7umda.jpeg?q=70,https://www.flipkart.com/oppo-reno2-f-sky-white-256-gb/p/itm8413e7eb0b195?pid=MOBFTX93JK4UGWZS&lid=LSTMOBFTX93JK4UGWZSSPNQBC&marketplace=FLIPKART&srno=s_6_122&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFTX93JK4UGWZS.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,17990,17990,16990,16990,16990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,17990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,17990,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO Reno2 F (Lake Green,8 GB RAM, 128 GB)",4.4,4334,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/x/9/r/reno2-f-128-a-cph1989-oppo-8-original-imafh2ctdbn9rbgk.jpeg?q=70,https://www.flipkart.com/oppo-reno2-f-lake-green-128-gb/p/itm8413e7eb0b195?pid=MOBFH274NTYAREDF&lid=LSTMOBFH274NTYAREDFK26TAP&marketplace=FLIPKART&srno=s_6_123&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFH274NTYAREDF.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,21990,21990,21990,21990,21990,unavailable,unavailable,21990,21990,21990,21990,21990,21990,21990,21990,21990,21990,21990,unavailable,unavailable,unavailable,unavailable,unavailable,21990,21990,unavailable,unavailable,21990,unavailable,unavailable,unavailable,unavailable
"OPPO F15 (Blazing Blue,8 GB RAM, 128 GB)",4.4,21560,https://rukminim1.flixcart.com/image/416/416/kbs9k7k0/mobile/c/2/4/oppo-f15-cph2001-original-imaft259xdmwswrd.jpeg?q=70,https://www.flipkart.com/oppo-f15-blazing-blue-128-gb/p/itm56d35565691ea?pid=MOBFTYWWZKUAMC24&lid=LSTMOBFTYWWZKUAMC24JB2E4S&marketplace=FLIPKART&srno=s_6_124&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFTYWWZKUAMC24.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,18990,18990,18990,18990,18990,unavailable,unavailable,unavailable,18990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A12 (Deep Blue,3 GB RAM, 32 GB)",4.3,25199,https://rukminim1.flixcart.com/image/416/416/kjx6tu80/mobile/c/e/8/oppo-a12-cph2083-original-imafze3h8d7n7jnh.jpeg?q=70,https://www.flipkart.com/oppo-a12-deep-blue-32-gb/p/itmfc859cdf39e01?pid=MOBFZCPFHAT4RCE8&lid=LSTMOBFZCPFHAT4RCE8CIDDGJ&marketplace=FLIPKART&srno=s_6_125&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFZCPFHAT4RCE8.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,8990,8990,7990,7990,7990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,7990,7990,7990,7990,7990,8990,8990,8990,8990,8990,8990,8990,7990,7990
"OPPO F15 (Unicorn White,4 GB RAM, 128 GB)",4.4,37461,https://rukminim1.flixcart.com/image/416/416/k5lcvbk0/mobile/7/z/5/oppo-f15-cph2001-original-imafz8gnxjzfcsck.jpeg?q=70,https://www.flipkart.com/oppo-f15-unicorn-white-128-gb/p/itm56d35565691ea?pid=MOBFNSUQ2GTFGFZW&lid=LSTMOBFNSUQ2GTFGFZWZFTEKP&marketplace=FLIPKART&srno=s_6_126&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFNSUQ2GTFGFZW.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,15990,15990,14990,14990,14990,unavailable,unavailable,unavailable,15990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A33 (Moonlight Black,3 GB RAM, 32 GB)",4.2,1556,https://rukminim1.flixcart.com/image/416/416/kgiaykw0/mobile/g/s/r/oppo-a33-cph2137-original-imafwqg8vkpgs265.jpeg?q=70,https://www.flipkart.com/oppo-a33-moonlight-black-32-gb/p/itmec568a00f8945?pid=MOBFWQBWVGZYRGSR&lid=LSTMOBFWQBWVGZYRGSRWDNHUV&marketplace=FLIPKART&srno=s_6_127&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFWQBWVGZYRGSR.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,10990,10990,10990,10990,10990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A31 (Lake Green,4 GB RAM, 64 GB)",4.3,18438,https://rukminim1.flixcart.com/image/416/416/kdnf98w0/mobile/e/m/5/oppo-a31-cph2015-original-imafug4cskefzezb.jpeg?q=70,https://www.flipkart.com/oppo-a31-lake-green-64-gb/p/itm82e19f459118a?pid=MOBFPBD6H7DYCEM5&lid=LSTMOBFPBD6H7DYCEM5U5BYCK&marketplace=FLIPKART&srno=s_6_128&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFPBD6H7DYCEM5.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,12900,12490,12990,12990,10990,12990,12990,12990,12490,12990,12990,12990,unavailable,unavailable,unavailable,12990,12990,12990,12990,12490,12490,12490,unavailable,12350,12350,12490,11889,12990,11990,12990,11889,11889
"OPPO F15 (Lightening Black,8 GB RAM, 128 GB)",4.4,21560,https://rukminim1.flixcart.com/image/416/416/k5bcscw0/mobile/5/x/a/oppo-f15-cph2001-original-imafzyp3byxa2mkr.jpeg?q=70,https://www.flipkart.com/oppo-f15-lightening-black-128-gb/p/itm56d35565691ea?pid=MOBFNSUQXECJZ5XA&lid=LSTMOBFNSUQXECJZ5XA8CIY3V&marketplace=FLIPKART&srno=s_6_129&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFNSUQXECJZ5XA.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,18990,18990,18990,18990,18990,unavailable,unavailable,18990,18990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,22990,22990,unavailable,unavailable,unavailable,unavailable,18990,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A31 (Lake Green,6 GB RAM, 128 GB)",4.3,20680,https://rukminim1.flixcart.com/image/416/416/kdnf98w0/mobile/e/m/5/oppo-a31-cph2015-original-imafug4cskefzezb.jpeg?q=70,https://www.flipkart.com/oppo-a31-lake-green-128-gb/p/itm82e19f459118a?pid=MOBFPBD6ZXXWTFVC&lid=LSTMOBFPBD6ZXXWTFVCJ7K9YE&marketplace=FLIPKART&srno=s_6_130&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFPBD6ZXXWTFVC.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,11990,13999,11990,11990,11990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,14990,14990,14990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A31 (Fantasy White,4 GB RAM, 64 GB)",4.3,18438,https://rukminim1.flixcart.com/image/416/416/k7531jk0/mobile/t/h/m/oppo-a31-cph2015-original-imafpg3hg9v6rd6w.jpeg?q=70,https://www.flipkart.com/oppo-a31-fantasy-white-64-gb/p/itm82e19f459118a?pid=MOBFPBD67MFNGTHM&lid=LSTMOBFPBD67MFNGTHMBD7BNP&marketplace=FLIPKART&srno=s_6_131&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFPBD67MFNGTHM.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,12900,12890,12890,12890,12890,12890,12890,12490,12790,12490,unavailable,unavailable,12490,12880,12790,12750,12750,12750,12750,12690,12990,12990,12990,12350,12350,12249,11960,11580,11490,11679,11490,11490
"OPPO F15 (Unicorn White,8 GB RAM, 128 GB)",4.4,21560,https://rukminim1.flixcart.com/image/416/416/k5lcvbk0/mobile/7/z/5/oppo-f15-cph2001-original-imafz8gnxjzfcsck.jpeg?q=70,https://www.flipkart.com/oppo-f15-unicorn-white-128-gb/p/itm56d35565691ea?pid=MOBFNSUQUVAQX7Z5&lid=LSTMOBFNSUQUVAQX7Z5PSQUB3&marketplace=FLIPKART&srno=s_6_132&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFNSUQUVAQX7Z5.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,18990,18990,18990,18990,18990,unavailable,unavailable,18990,18990,18990,18990,18990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F15 (Lightening Black,4 GB RAM, 128 GB)",4.4,37461,https://rukminim1.flixcart.com/image/416/416/k5bcscw0/mobile/t/v/n/oppo-f15-cph2001-original-imafzyp3fgpkh5g4.jpeg?q=70,https://www.flipkart.com/oppo-f15-lightening-black-128-gb/p/itm56d35565691ea?pid=MOBFNSUQ5USTXTVN&lid=LSTMOBFNSUQ5USTXTVNSSKC1S&marketplace=FLIPKART&srno=s_6_133&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFNSUQ5USTXTVN.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,15990,15990,14990,14990,14990,unavailable,unavailable,15990,15990,unavailable,15990,15990,15990,15990,15990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A9 2020 (Marine Green,8 GB RAM, 128 GB)",4.3,57614,https://rukminim1.flixcart.com/image/416/416/k51cpe80pkrrdj/mobile/z/y/h/oppo-a9-2020-cph1937-original-imafkhhxh2vsxnmq.jpeg?q=70,https://www.flipkart.com/oppo-a9-2020-marine-green-128-gb/p/itm32799ab1d45b4?pid=MOBFKCS5D7SUGZG5&lid=LSTMOBFKCS5D7SUGZG5ZKND4B&marketplace=FLIPKART&srno=s_6_134&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFKCS5D7SUGZG5.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,15990,15990,14990,14990,14990,unavailable,unavailable,unavailable,15990,15990,15990,15990,15990,unavailable,unavailable,unavailable,15990,15990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,21490,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A52 (Twilight Black,4 GB RAM, 128 GB)",4.4,43471,https://rukminim1.flixcart.com/image/416/416/kdoup3k0/mobile/t/s/9/oppo-a52-cph2061-original-imafujhyzrexfeaj.jpeg?q=70,https://www.flipkart.com/oppo-a52-twilight-black-128-gb/p/itmcc156b0eb6e2a?pid=MOBFUJHDFRWTJTS9&lid=LSTMOBFUJHDFRWTJTS9K06CNB&marketplace=FLIPKART&srno=s_6_135&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFUJHDFRWTJTS9.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,14990,14990,unavailable,unavailable,12990,unavailable,unavailable,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14490,14800,unavailable,unavailable,15990,14990,14990,14990,14990,14990,14990,14990,13999,13999
"OPPO A9 2020 (Space Purple,4 GB RAM, 128 GB)",4.3,97411,https://rukminim1.flixcart.com/image/416/416/k51cpe80pkrrdj/mobile/j/t/c/oppo-a9-2020-cph1937-original-imafkhhxczz79agw.jpeg?q=70,https://www.flipkart.com/oppo-a9-2020-space-purple-128-gb/p/itm32799ab1d45b4?pid=MOBFKCS5VUXWHR5H&lid=LSTMOBFKCS5VUXWHR5HRJ7UUM&marketplace=FLIPKART&srno=s_6_136&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFKCS5VUXWHR5H.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,14990,14990,13990,13990,13990,13990,13990,unavailable,14990,unavailable,unavailable,unavailable,14990,14990,14990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A9 2020 (Vanilla Mint,4 GB RAM, 128 GB)",4.3,97411,https://rukminim1.flixcart.com/image/416/416/k51cpe80pkrrdj/mobile/g/d/t/oppo-a9-2020-cph1937-original-imafmhwbgre6pujw.jpeg?q=70,https://www.flipkart.com/oppo-a9-2020-vanilla-mint-128-gb/p/itm32799ab1d45b4?pid=MOBFMEVEMTTF8WDF&lid=LSTMOBFMEVEMTTF8WDFVDCVDK&marketplace=FLIPKART&srno=s_6_137&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFMEVEMTTF8WDF.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,14990,14990,13990,13990,13990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
